citation,ref_year,ref_author,reference_id
"Dunn, M., and Chapman, M., 2005, Relocation of eastern Tennessee earthquakes using hypoDD [abs.]: Seismological Research Letters, v. 76, no. 1, p. 115-116.",2005,"Dunn, M., and Chapman, M.",10202
"Vlahovic, G., Powell, C.A., Chapman, M.C., and Sibol, M., 1998, Joint hypocenter-velocity inversion for the eastern Tennessee seismic zone: Journal of Geophysical Research, v. 103, no. B3, p. 4879-4896.",1998,"Vlahovic, G., Powell, C.A., Chapman, M.C., and Sibol, M.",10202
"Bollinger, G.A., and Wheeler, R.L., 1983, The Giles County, Virginia, seismic zone: Science, v. 219, p. 1063-1065.",1983,"Bollinger, G.A., and Wheeler, R.L.",10202
"Powell, C.A., Bollinger, G.A., Chapman, M.C., Sibol, unpublished M.S. thesis, Johnston, A.C., and Wheeler, R.L., 1994, A seismotectonic model for the 300-kilometer-long Eastern Tennessee seismic zone: Science, v. 264, p. 686-688.",1994,"Powell, C.A., Bollinger, G.A., Chapman, M.C., Sibol, unpublished M.S. thesis, Johnston, A.C., and Wheeler, R.L.",10202
"Whisner, S.C., Hatcher, R.D., Jr., Munsey, J.W., and Mills, H.H., 2000, Disturbed Quaternary terrace deposits in eastern Tennessee—Smoking gun for old earthquakes, hillslope creep, or evidence for megatherium trip and fall?: Geological Society of America Abstracts with Programs, v. 32, no. 2, p. 82.",2000,"Whisner, S.C., Hatcher, R.D., Jr., Munsey, J.W., and Mills, H.H.",10202
"Hatcher, R.D., Jr., Carter, M.W., Clark, G.M., and Mills, H.H., 1996, Large landslides in western Blue Ridge of TN & NC—Mass-wasting phenomena, products of late Pleistocene climates, or smoking gun for earthquake(s) in east TN?: Geological Society of America Abstracts with Programs, v. 28, no. 7, p. 299.",1996,"Hatcher, R.D., Jr., Carter, M.W., Clark, G.M., and Mills, H.H.",10202
"Schultz, A., Naeser, N.D., and Naeser, C.W., 2000, Large Quaternary debris-flow fans in Great Smoky Mountains National Park-Implications for neotectonic faulting: Geological Society of America Abstracts with Programs, v. 32, no. 2, p. 71-72.",2000,"Schultz, A., Naeser, N.D., and Naeser, C.W.",10202
"Wheeler, R.L., and Perkins, D.M., 2000, Research, methodology, and applications of probabilistic seismic-hazards mapping of the central and eastern United States—Minutes of a workshop on June 13-14, 2000, at Saint Louis University: U.S. Geological Survey Open-File Report 00-0390, 18 p.",2000,"Wheeler, R.L., and Perkins, D.M.",10202
"Vlahovic, G., and Powell, C.A., 1999, A seismotectonic model for the Eastern Tennessee seismic zone based upon potential field and velocity inversions [abs.]: Seismological Research Letters, v. 70, no. 2, p. 273.",1999,"Vlahovic, G., and Powell, C.A.",10202
"Hatcher, R.D., Jr., Whisner, S.C., Munsey, J.W., and Moore, H., 2000, Fractures, dewatering, and carbonate blocks in a lake deposit at Gray, northeastern Tennessee—A window into southeastern U.S. Pleistocene(?) tectonics and possible seismicity: Geological Society of America Abstracts with Programs, v. 32, no. 7, p. 28.",2000,"Hatcher, R.D., Jr., Whisner, S.C., Munsey, J.W., and Moore, H.",10202
"Whisner, S.C., Hatcher, R.D., Jr., and Munsey, J.W., 2003, Disturbed sediments in the East Tennessee seismic zone—Evidence of large prehistoric earthquakes in East Tennessee?: Southeastern Geology, v. 42, no. 2, p. 67-82.",2003,"Whisner, S.C., Hatcher, R.D., Jr., and Munsey, J.W.",10202
"Johnston, A.C., Reinbold, D.J., and Brewer, S.I., 1985, Seismotectonics of the southern Appalachians: Bulletin of the Seismological Society of America, v. 75, p. 291-312.",1985,"Johnston, A.C., Reinbold, D.J., and Brewer, S.I.",10202
"Powell, C.A., 2002, Three dimensional velocity structure in the New Madrid and other SCR seismic zones [abs.]: Eos, Transactions of the American Geophysical Union, v. 83, no. 47, supplement, p. 1086.",2002,"Powell, C.A.",10202
"Weems, R.E., 1998, Newly recognized en echelon fall lines in the Piedmont and Blue Ridge provinces of North Carolina and Virginia, with a discussion of their possible ages and origins: U.S. Geological Survey Open-File Report 98-0374, 52 p.",1998,"Weems, R.E.",10203
"Granger, D.E., Kirchner, J.W., and Finkel, R.C., 1997, Quaternary downcutting rate of the New River, Virginia, measured from differential decay of cosmogenic 26Al and 10Be in cave-deposited alluvium: Geology, no. 25, p. 107-110.",1997,"Granger, D.E., Kirchner, J.W., and Finkel, R.C.",10204
"Gresko, M.J., 1985, Analysis and interpretation of compressional (P-wave) and shear (SH-wave) reflection seismic and geologic data over the Bane dome, Giles County, Virginia: Blacksburg, Virginia Polytechnic Institute and State University, unpublished Ph.D. dissertation, 74 p.",1985,"Gresko, M.J.",10204
"Johnston, A.C., 1994, Appendix C—Summary tables, SCR seismicity data base, <i>in</i> Schneider, J.F., ed., The earthquakes of stable continental regions—v. 2—Appendices A to E: Technical report to Electric Power Research Institute TR-102261-V2, Palo Alto, California, December 1994, p. C-1-C-46.",1994,"Johnston, A.C.",10204
"Mills, H.H., 1994, Distribution of high-level gravels along the course of the New River in southwestern Virginia—Implications for neotectonics: Geological Society of America Abstracts with Programs, v. 26, no. 4, p. 56.",1994,"Mills, H.H.",10204
"Mills, H.H., 1986, Possible differential uplift of New River terraces in southwestern Virginia: Neotectonics, v. 1, p. 75-86.",1986,"Mills, H.H.",10204
"Bollinger, G.A., and Wheeler, R.L., 1983, The Giles County, Virginia, seismic zone: Science, v. 219, p. 1063-1065.",1983,"Bollinger, G.A., and Wheeler, R.L.",10204
"Bollinger, G.A., and Wheeler, R.L., 1980, The Giles County, Virginia, seismogenic zone: Geological Society of America Abstracts with Programs, v. 12, no. 7, p. 389.",1980,"Bollinger, G.A., and Wheeler, R.L.",10204
"Virginia Division of Mineral Resources, 1993, Geologic map of Virginia: Virginia Division of Mineral Resources, 1 sheet, scale 1:500,000.",1993,Virginia Division of Mineral Resources,10204
"Gresko, M.J., Munsey, J.W., and Bollinger, G.A., 1985, Structure of the Giles County, VA seismogenic zone interpreted from seismic reflection data [abs.]: Eos, Transactions of the American Geophysical Union, v. 66, no. 46, p. 974.",1985,"Gresko, M.J., Munsey, J.W., and Bollinger, G.A.",10204
"Cardwell, D.H., Erwin, R.B., and Woodward, H.P., 1968, Geologic map of West Virginia: West Virginia Geological and Economic Survey, 2 sheets, scale 1:250,000.",1968,"Cardwell, D.H., Erwin, R.B., and Woodward, H.P.",10204
"McDowell, R.C., and Schultz, A.P., 1990, Structural and stratigraphic framework of the Giles County area, a part of the Appalachian Basin of Virginia and West Virginia, <i>in</i> Evolution of sedimentary basins—Appalachian Basin: U.S. Geological Survey Bulletin 1839, p. E1-E24, 1 pl., scale 1:125,000.",1990,"McDowell, R.C., and Schultz, A.P.",10204
"Mills, H.H., 1985, Descriptions of backhoe trenches dug on New River terraces between Radford and Pearisburg, Virginia, June, 1981:U.S. Geological Survey Open-File Report 85-474, 63 p.",1985,"Mills, H.H.",10204
"Bollinger, G.A., and Wheeler, R.L., 1988, The Giles County, Virginia, seismic zone—Seismological results and geologic interpretations: U.S. Geological Survey Professional Paper 1355, 85 p.",1988,"Bollinger, G.A., and Wheeler, R.L.",10204
"Mills, H.H., and Bartholomew, M.J., 1986, Evolution of the course of the New River in southwest Virginia—Some interpretations based on distribution of high-level gravels in Giles, Montgomery, Pulaski, and Floyd Counties: Geological Society of America Abstracts with Programs, v. 18, no. 3, p. 255.",1986,"Mills, H.H., and Bartholomew, M.J.",10204
"Mixon, R.B., Berquist, C.R., Jr., Newell, W.L., and Johnson, G.H., 1989, Geologic map and generalized cross sections of the Coastal Plain and adjacent parts of the Piedmont, Virginia: U.S. Geological Survey Miscellaneous Investigations Map I-2033, 2 sheets, scale 1:250,000.",1989,"Mixon, R.B., Berquist, C.R., Jr., Newell, W.L., and Johnson, G.H.",10205
"Dischinger, J.B., Jr., 1987, Late Mesozoic and Cenozoic stratigraphic and structural framework near Hopewell, Virginia: U.S. Geological Survey Bulletin 1567, 48 p., 2 pls., scale 1:24,000.",1987,"Dischinger, J.B., Jr.",10205
"McLaughlin, P.C., Baxter, S.J., Ramsey, K.W., McKenna, T.E., and Strohmeier, S.A., 2002, Results of trenching investigations along the New Castle Railroad Survey-1 seismic line, New Castle, Delaware: Delaware Geological Survey Open-File Report 43, 17 p.",2002,"McLaughlin, P.C., Baxter, S.J., Ramsey, K.W., McKenna, T.E., and Strohmeier, S.A.",10206
"McKenna, T.E., Baxter, S.J., Catchings, R.D., and Goldman, M.R., 2000, High-resolution seismic reflection/refraction imaging of shallow-depth faults in the Atlantic Coastal Plain of Delaware [abs.]: Eos, Transactions of the American Geophysical Union, v. 80, no. 17, supplement, p. S223.",2000,"McKenna, T.E., Baxter, S.J., Catchings, R.D., and Goldman, M.R.",10206
"Spoljaric, N., 1974, Possible new major faults in the Piedmont of northern Delaware and southeastern Pennsylvania and their relationship to recent earthquakes: Southeastern Geology, v. 16, no. 1, p. 31-39, 1 pl.",1974,"Spoljaric, N.",10206
"Sbar, M.L., Jordan, R.R., Stephens, C.D., Pickett, T.E., Woodruff, K.D., and Sammis, C.G., 1975, The Delaware-New Jersey earthquake of February 28, 1973: Bulletin of the Seismological Society of America, v. 65, p. 85-92.",1975,"Sbar, M.L., Jordan, R.R., Stephens, C.D., Pickett, T.E., Woodruff, K.D., and Sammis, C.G.",10206
"Spoljaric, N., 1973, Normal faults in basement rocks of the northern Coastal Plain, Delaware: Geological Society of America Bulletin, v. 84, p. 2781-2784.",1973,"Spoljaric, N.",10206
"Howard, C.S., 2000, Results of a gravity modeling study along the DGS/USGS seismic line, New Castle, Delaware: Geological Society of America Abstracts with Programs, v. 32, p. 27.",2000,"Howard, C.S.",10206
"McKenna, T.E., Baxter, S.J., Catchings, R.D., Goldman, M.R., and Benson, R.N., 1999, Investigations of shallow-depth faults in the Atlantic Coastal Plain of Delaware, USA [abs.]: Eos, Transactions of the American Geophysical Union, v. 80, no. 46, p. 1050-1051.",1999,"McKenna, T.E., Baxter, S.J., Catchings, R.D., Goldman, M.R., and Benson, R.N.",10206
"Rader, E.K., Newell, W.L., and Mixon, R.B., 1986, Mesozoic and Cenozoic compressional faulting along the Coastal Plain margin, Fredericksburg, Virginia, <i>in</i> Neathery, T.L., ed., Centennial Field Guide Volume 6—Southeastern Section of the Geological Society of America: Boulder, Colorado, Geological Society of America, p. 309-314.",1986,"Rader, E.K., Newell, W.L., and Mixon, R.B.",10207
"Mixon, R.B., and Newell, W.L., 1976, Faults and flexures along the inner edge of the Atlantic Coastal Plain in northeastern Virginia: Geological Society of America Abstracts with Programs, v. 8, no. 2, p. 231-232.",1976,"Mixon, R.B., and Newell, W.L.",10207
"Mixon, R.B., Powars, D.S., and Daniels, D.L., 1992, Nature and timing of Upper Mesozoic and Cenozoic deposits in the inner Atlantic Coastal Plain—Proceedings of the 1988 U.S. Geological Survey Workshop on the Geology and Geohydrology of the Atlantic Coastal Plain: U.S. Geological Survey Circular 1059, 65-73 p.",1992,"Mixon, R.B., Powars, D.S., and Daniels, D.L.",10207
"Mixon, R.B., and Powars, D.S., 1984, Folds and faults in the inner Coastal Plain of Virginia and Maryland—Their effect on distribution and thickness of Tertiary rock units and local geomorphic history, <i>in</i> Frederiksen, N.O., and Krafft, K., eds., Cretaceous and Tertiary stratigraphy, paleontology, and structure, southwestern Maryland and northwestern Virginia: American Association of Stratigraphic Paleontologists, Field Trip Volume and Guidebook, p. 112-122.",1984,"Mixon, R.B., and Powars, D.S.",10207
"Ackermann, H.D., and Grim, M.S., 1977, Seismic refraction survey of the pre-Cretaceous basement surface near the inner edge of the Coastal Plain in Stafford and King George Counties, Virginia: U.S. Geological Survey Open-File Report 77-480, 14 p.",1977,"Ackermann, H.D., and Grim, M.S.",10207
"Mayer, L., and Wentworth, C.M., 1983, Geomorphic differences east and west of the Stafford fault system, northeastern Virginia: Geological Society of America Abstracts with Programs, v. 15, no. 2, p. 56.",1983,"Mayer, L., and Wentworth, C.M.",10207
"Mixon, R.B., and Newell, W.L., 1978, The faulted Coastal Plain margin at Fredericksburg, Virginia: Tenth annual Virginia Geology Field Conference, October 13-14, 50 p.",1978,"Mixon, R.B., and Newell, W.L.",10207
"Mixon, R.B., Southwick, D.L., and Reed, J.C., Jr., 1972, Geologic map of the Quantico quadrangle, Prince William and Stafford Counties, Virginia: U.S. Geological Survey Map GQ-1044, 1 sheet, scale 1:24,000.",1972,"Mixon, R.B., Southwick, D.L., and Reed, J.C., Jr.",10207
"Virginia Division of Mineral Resources, 1993, Geologic map of Virginia: Virginia Division of Mineral Resources, 1 sheet, scale 1:500,000.",1993,Virginia Division of Mineral Resources,10207
"Mixon, R.B., and Newell, W.L., 1977, Stafford fault system—Structures documenting Cretaceous and Tertiary deformation along the Fall Line in northeastern Virginia: Geology, v. 5, p. 437-440.",1977,"Mixon, R.B., and Newell, W.L.",10207
"Mixon, R.B., Berquist, C.R., Jr., Newell, W.L., and Johnson, G.H., 1989, Geologic map and generalized cross sections of the Coastal Plain and adjacent parts of the Piedmont, Virginia: U.S. Geological Survey Miscellaneous Investigations Map I-2033, 2 sheets, scale 1:250,000.",1989,"Mixon, R.B., Berquist, C.R., Jr., Newell, W.L., and Johnson, G.H.",10207
"Mixon, R.B., and Newell, W.L., 1982, Mesozoic and Cenozoic compressional faulting along the Atlantic Coastal Plain margin, Virginia, <i>in</i> Lyttle, P.T., ed., Central Appalachian Geology—NE-SE GSA '82 field trip guidebooks: Falls Church, Virginia, American Geological Institute, p. 29-54.",1982,"Mixon, R.B., and Newell, W.L.",10207
"Mixon, R.B., Pavlides, L., Powars, D.S., Froelich, A.J., Weems, R.E., Schindler, J.S., Newell, W.L., Edwards, L.E., and Ward, L.W., 2000, Geologic map of the Fredericksburg 30' x 60' quadrangle, Virginia and Maryland: U.S. Geological Survey Miscellaneous Geologic Investigations I-2607, 34 p. pamphlet, 2 sheets, scale 1:100,000.",2000,"Mixon, R.B., Pavlides, L., Powars, D.S., Froelich, A.J., Weems, R.E., Schindler, J.S., Newell, W.L., Edwards, L.E., and Ward, L.W.",10207
"Seiders, V.M., and Mixon, R.B., 1981, Geologic map of the Occoquan quadrangle and part of the Fort Belvoir quadrangle, Prince William and Fairfax Counties, Virginia: U.S. Geological Survey Miscellaneous Investigations Map I-1175, 1 sheet, scale 1:24,000.",1981,"Seiders, V.M., and Mixon, R.B.",10207
"Drewes, H., and Brooks, W.E., 1988, Geologic map and cross sections of the Pedregosa Mountains, Cochise County, Arizona: U.S. Geological Survey Miscellaneous Investigations Map I-1827, 1 sheet, scale 1:48,000.",1988,"Drewes, H., and Brooks, W.E.",1021
"Lynch, D.J., 1978, The San Bernardino volcanic field of southeastern Arizona, <i>in</i> Callender, J.F., Wilt, J.C., Clemons, R.E., and James, H.L., eds., Land of Cochise—southeastern Arizona: New Mexico Geological Society, 29th Field Conference, November 9-11, 1978, Guidebook, p. 261-268.",1978,"Lynch, D.J.",1021
"Lynch, D.J., 1972, Reconnaissance geology of the Bernardino volcanic field, Cochise County, Arizona: Tucson, University of Arizona, unpublished M.S. thesis, 78 p., 4 sheets.",1972,"Lynch, D.J.",1021
"Machette, M.N., Personius, S.F., Menges, C.M., and Pearthree, P.A., 1986, Map showing Quaternary and Pliocene faults in the Silver City 1° x 2° quadrangle and the Douglas 1° x 2° quadrangle, southeastern Arizona and southwestern New Mexico: U.S. Geological Survey Miscellaneous Field Studies Map MF-1465-C, 12 p. pamphlet, 1 sheet, scale 1:250,000.",1986,"Machette, M.N., Personius, S.F., Menges, C.M., and Pearthree, P.A.",1021
"Menges, C.M., and Pearthree, P.A., 1983, Map of neotectonic (latest Pliocene-Quaternary) deformation in Arizona: Arizona Geological Survey Open-File Report 83-22, 48 p., scale 1:500,000.",1983,"Menges, C.M., and Pearthree, P.A.",1021
"Chang, T.M., Ammon, C.J., and Herrmann, R.B., 1998, Faulting parameters of the October 24, 1997 southern Alabama earthquake [abs.]: Seismological Research Letters, v. 69, p. 175-176.",1998,"Chang, T.M., Ammon, C.J., and Herrmann, R.B.",1022
"DuBar, J.R., Ewing, T.E., Lundelius, E.L., Jr., Otvos, E.G., and Winker, C.D., 1991, Quaternary geology of the Gulf of Mexico Coastal Plain, <i>in</i> Morrison, R.B., ed., Quaternary nonglacial geology; conterminous U.S.: Boulder, Colorado, Geological Society of America, The Geology of North America, v. K-2, p. 583-610.",1991,"DuBar, J.R., Ewing, T.E., Lundelius, E.L., Jr., Otvos, E.G., and Winker, C.D.",1022
"Durham, C.O., Jr., and Peeples, E.M., III, 1956, Pleistocene fault zone in southeastern Louisiana, <i>in</i> Rogers, J.K., ed., Transactions of the Gulf Coast Association of Geological Societies: Gulf Coast Section of the Society of Economic Paleontologists and Mineralogists, Annual meeting, San Antonio, Texas, October 31-November 2, 1956, v. 6, p. 65-66.",1956,"Durham, C.O., Jr., and Peeples, E.M., III",1022
"Engdahl, E.R., compiler, 1988, Seismicity map of North America: Boulder, Colorado, Geological Society of America Continent-Scale Map 004, 4 sheets, scale 1:5,000,000.",1988,"Engdahl, E.R., compiler",1022
"Ewing, T.E., 1991, Structural framework, <i>in</i> Salvador, A., ed., The Gulf of Mexico basin: Boulder, Colorado, Geological Society of America, The Geology of North America, v. J, p. 31-52.",1991,"Ewing, T.E.",1022
"Ewing, T.E., and Lopez, R.F., compilers, 1991, Principal structural features, Gulf of Mexico basin, <i>in</i> Salvador, A., ed., The Gulf of Mexico basin: Boulder, Colorado, Geological Society of America, The Geology of North America, v. J, pl. 2.",1991,"Ewing, T.E., and Lopez, R.F., compilers",1022
"Gomberg, J., and Wolf, L., 1999, Possible cause for an improbable earthquake—The 1997 Mw 4.9 southern Alabama earthquake and hydrocarbon recovery: Geology, v. 27, p. 367-370.",1999,"Gomberg, J., and Wolf, L.",1022
"Gomberg, J., Wolf, L., Raymond, D., Raymond, R., Barnes, A., Carver, D., Bice, T., Cranswick, E., Meremonte, M., Frankel, A., Overturf, D., Hopper, M., Rhea, S., and Eckhoff, O., 1998, A noteworthy earthquake in an unlikely place [abs.]: Seismological Research Letters, v. 69, p. 175.",1998,"Gomberg, J., Wolf, L., Raymond, D., Raymond, R., Barnes, A., Carver, D., Bice, T., Cranswick, E., Meremonte, M., Frankel, A., Overturf, D., Hopper, M., Rhea, S., and Eckhoff, O.",1022
"Haley, B.R., Glick, E.E., Bush, W.V., Clardy, B.F., Stone, C.G., Woodward, M.B., and Zachry, D.L., 1993, Geologic map of Arkansas: Arkansas Geological Commission and U.S. Geological Survey, 1 sheet, scale 1:500,000.",1993,"Haley, B.R., Glick, E.E., Bush, W.V., Clardy, B.F., Stone, C.G., Woodward, M.B., and Zachry, D.L.",1022
"Hanor, J.S., 1982, Reactivation of fault movement, Tepetate fault zone, south central Louisiana: Transactions of the Gulf Coast Association of Geological Societies, v. 32, p. 237-245.",1982,"Hanor, J.S.",1022
"Heinrich, P.V., 1988, Tectonic origin of Montgomery terrace scarp of southwestern Louisiana [abs.]: Transactions of the Gulf Coast Association of Geological Societies, v. 38, p. 582.",1988,"Heinrich, P.V.",1022
"Heinrich, P.V., 1997, Pleistocene fault-line scarps and neotectonics in southwest Louisiana: Geological Society of America Abstracts with Programs, v. 29, no. 3, p. 23.",1997,"Heinrich, P.V.",1022
"McCulloh, R.P., 1991, Surface faults in East Baton Rouge Parish: Louisiana Geological Survey Open File Series No. 96-01, 25 p., 5 pls., scale 1:24,000.",1991,"McCulloh, R.P.",1022
"McCulloh, R.P., 1996, Topographic criteria bearing on the interpreted placement of the traces of faults of the Baton Rouge system in relation to their fault-line scarps: Louisiana Geological Survey Open-File Series No. 96-01, 13 p.",1996,"McCulloh, R.P.",1022
"McCulloh, R.P., and Autin, W.J., 1991, Revised mapping of surface faults, East Baton Rouge Parish, Louisiana: Transactions of the Gulf Coast Association of Geological Societies, v. 41, p. 473-474.",1991,"McCulloh, R.P., and Autin, W.J.",1022
"Nelson, R.H., 1991, Salt tectonics and listric-normal faulting, <i>in</i> Salvador, A., ed., The Gulf of Mexico basin: Boulder, Colorado, Geological Society of America, The Geology of North America, v. J, p. 73-89.",1991,"Nelson, R.H.",1022
"Nunn, J.A., 1985, State of stress in the northern Gulf Coast: Geology, v. 13, p. 429-432.",1985,"Nunn, J.A.",1022
"Pennington, W.D., Davis, S.D., Carlson, S.M., DuPree, J., and Ewing, T.E., 1986, The evolution of seismic barriers and asperities caused by the depressuring of fault planes in oil and gas fields of south Texas: Bulletin of the Seismological Society of America, v. 76, p. 939-948.",1986,"Pennington, W.D., Davis, S.D., Carlson, S.M., DuPree, J., and Ewing, T.E.",1022
"Salvador, A., compiler, 1991, Cross sections of the Gulf of Mexico basin, <i>in</i> Salvador, A., ed., The Gulf of Mexico basin: Boulder, Colorado, Geological Society of America, The Geology of North America, v. J.",1991,"Salvador, A., compiler",1022
"Salvador, A., compiler, 1991, Structure at the base and subcrop below Mesozoic marine section, Gulf of Mexico basin, <i>in</i> Salvador, A., ed., The Gulf of Mexico basin: Boulder, Colorado, Geological Society of America, The Geology of North America, v. J.",1991,"Salvador, A., compiler",1022
"Saucier, R.T., and Snead, J.I., 1991, Quaternary geology of the Lower Mississippi Valley, <i>in</i> Morrison, R.B., ed., Quaternary nonglacial geology; conterminous U.S.: Boulder, Colorado, Geological Society of America, The Geology of North America, v. K-2.",1991,"Saucier, R.T., and Snead, J.I.",1022
"Stover, C.W., and Coffman, J.L., 1993, Seismicity of the United States, 1568-1989 (revised): U.S. Geological Survey Professional Paper 1527, 418 p.",1993,"Stover, C.W., and Coffman, J.L.",1022
"Zoback, M.D., and Zoback, M.L., 1991, Tectonic stress field of North America and relative plate motions, <i>in</i> Slemmons, D.B., Engdahl, E.R., Zoback, M.D., and Blackwell, D.D., eds., Neotectonics of North America: Boulder, Colorado, Geological Society of America, Decade Map Volume 1, p. 339-366.",1991,"Zoback, M.D., and Zoback, M.L.",1022
"Chiu, J.M., Johnston, A.C., and Yang, Y.T., 1992, Imaging the active faults of the central New Madrid seismic zone using PANDA array data, <i>in</i> Johnston, A.C., Shedlock, K.M., Herrmann, R.B., and Hopper, M.G., eds., New Madrid special issue: Seismological Research Letters, v. 63, p. 375-393.",1992,"Chiu, J.M., Johnston, A.C., and Yang, Y.T.",1023
"Crone, A.J., 1992, Structural relations and earthquake hazards of the Crittenden County fault zone, northeastern Arkansas, <i>in</i> Johnston, A.C., Shedlock, K.M., Herrmann, R.B., and Hopper, M.G., eds., New Madrid special issue: Seismological Research Letters, v. 63, p. 249-262.",1992,"Crone, A.J.",1023
"Crone, A.J., Giardino, M., and Schweig, E.S., III, 1995, Paleoseismic studies of the Bootheel lineament, southeastern Missouri, and the Crittenden County fault zone, northeastern Arkansas, New Madrid seismic zone, central United States: U.S. Geological Survey Miscellaneous Field Studies Map MF-2279, 21 p. pamphlet, 1 sheet.",1995,"Crone, A.J., Giardino, M., and Schweig, E.S., III",1023
"Crone, A.J., McKeown, F.A., Harding, S.T., Hamilton, R.M., Russ, D.P., and Zoback, M.D., 1985, Structure of the New Madrid seismic source zone in southeastern Missouri and northeastern Arkansas: Geology, v. 13, p. 547-550.",1985,"Crone, A.J., McKeown, F.A., Harding, S.T., Hamilton, R.M., Russ, D.P., and Zoback, M.D.",1023
"Ervin, C.P., and McGinnis, L.D., 1975, Reelfoot rift—Reactivated precursor to the Mississippi embayment: Geological Society of America Bulletin, v. 86, p. 1287-1295.",1975,"Ervin, C.P., and McGinnis, L.D.",1023
"Fuller, M.L., 1912, The New Madrid earthquake: U.S. Geological Survey Bulletin 494, 119 p., 1 pl.",1912,"Fuller, M.L.",1023
"Guccione, M.J., and Hehr, L.H., 1991, Origin of the ""sunklands"" in the new Madrid seismic zone—Tectonic or alluvial drowning? [abs.]: Seismological Research Letters, v. 62, p. 171-172.",1991,"Guccione, M.J., and Hehr, L.H.",1023
"Guccione, M.J., Miller, J.Q., and VanArsdale, R.B., 1994, Amount and timing of deformation near the St. Francis ""sunklands"", northeastern Arkansas: Geological Society of America Abstracts with Programs, v. 26, p. 7.",1994,"Guccione, M.J., Miller, J.Q., and VanArsdale, R.B.",1023
"Guccione, M.J., Prior, W.L., and Rutledge, E.M., 1988, Crowley's Ridge, Arkansas, <i>in</i> Hayward, O.T., ed., South-central section: Geological Society of America Centennial Field Guide, v. 4, p. 225-230.",1988,"Guccione, M.J., Prior, W.L., and Rutledge, E.M.",1023
"Haller, K.M., and Crone, A.J., 1986, Log of an exploratory trench in the New Madrid seismic zone near Blytheville, Arkansas: U.S. Geological Survey Miscellaneous Field Studies Map MF-1858, 1 sheet.",1986,"Haller, K.M., and Crone, A.J.",1023
"Herrmann, R.B., 1979, Surface wave focal mechanisms for eastern North American earthquakes with tectonic implications: Journal of Geophysical Research, v. 84, no. B7, p. 3543-3552.",1979,"Herrmann, R.B.",1023
"Herrmann, R.B., and Canas, J.-A., 1978, Focal mechanism studies in the New Madrid seismic zone: Bulletin of the Seismological Society of America, v. 68, p. 1095-1102.",1978,"Herrmann, R.B., and Canas, J.-A.",1023
"Hildenbrand, T.G., 1985, Rift structure of the northern Mississippi embayment from the analysis of gravity and magnetic data: Journal of Geophysical Research, v. 90, no. B14, p. 12,607-12,622.",1985,"Hildenbrand, T.G.",1023
"Hildenbrand, T.G., Kane, M.F., and Hendricks, J.D., 1982, Magnetic basement in the upper Mississippi embayment region—A preliminary report, <i>in</i> McKeown, F.A., and Pakiser, L.C., eds., Investigations of the New Madrid, Missouri, earthquake region: U.S. Geological Survey Professional Paper 1236, p. 39-53.",1982,"Hildenbrand, T.G., Kane, M.F., and Hendricks, J.D.",1023
"Jibson, R.W., and Keefer, D.K., 1988, Landslides triggered by earthquakes in the central Mississippi Valley, Tennessee and Kentucky, <i>in</i> Russ, D.P., and Crone, A.J., eds., The New Madrid, Missouri, earthquake region—Geological, seismological, and geotechnical studies: U.S. Geological Survey Professional Paper 1336-C, p. C1-C24.",1988,"Jibson, R.W., and Keefer, D.K.",1023
"Jibson, R.W., and Keefer, D.K., 1992, Analysis of the seismic origin of a landslide in the New Madrid seismic zone, <i>in</i> Johnston, A.C., Shedlock, K.M., Herrmann, R.B., and Hopper, M.G., eds., New Madrid special issue: Seismological Research Letters, v. 63, p. 427-437.",1992,"Jibson, R.W., and Keefer, D.K.",1023
"Johnston, A.C., and Schweig, G.D., 1996, The enigma of the New Madrid earthquakes of 1811-1812: Annual Review of Earth and Planetary Sciences, v. 24, p. 339-384.",1996,"Johnston, A.C., and Schweig, G.D.",1023
"Kelson, K.I., Simpson, G.D., Van Arsdale, R.B., Harris, J.B., Haraden, C.C., and Lettis, W.R., 1996, Multiple Holocene earthquakes along the Reelfoot fault, central New Madrid seismic zone: Journal of Geophysical Research, v. 101, p. 6151-6170.",1996,"Kelson, K.I., Simpson, G.D., Van Arsdale, R.B., Harris, J.B., Haraden, C.C., and Lettis, W.R.",1023
"Kelson, K.I., VanArsdale, R.B., Simpson, G.D., and Lettis, W.R., 1992, Assessment of the style and timing of surficial deformation along the central Reelfoot scarp, Lake County, Tennessee, <i>in</i> Johnston, A.C., Shedlock, K.M., Herrmann, R.B., and Hopper, M.G., eds., New Madrid special issue: Seismological Research Letters, v. 63, p. 349-356.",1992,"Kelson, K.I., VanArsdale, R.B., Simpson, G.D., and Lettis, W.R.",1023
"Liu, L., Zoback, M.D., and Segall, P., 1992, Rapid intraplate strain accumulation in the New Madrid seismic zone: Science, v. 257, p. 1666-1669.",1992,"Liu, L., Zoback, M.D., and Segall, P.",1023
